OBJECTID,state_number,nhs_rest_stop,highway_route,mile_post,municipality,county,state,latitude,longitude,number_of_spots,x,y
911,37,Robeson County Rest Area NBL,I-95N,5,Rowland,Robeson,NC,34.538308,-79.235436,18,-79.2354359999729,34.5383080000038
912,37,Sampson County Rest Area,US-421,NA,Clinton,Sampson,NC,34.85269,-78.26276,6,-78.262760000214,34.85269000012
913,37,Duplin County Rest Area,I-40,364,Warsaw,Duplin,NC,34.990204,-78.131761,10,-78.1317609999843,34.9902040002504
914,37,Cumberland County Rest Area SBL,I-95S,48,Fayetteville,Cumberland,NC,34.992819,-78.835019,16,-78.8350190003769,34.9928190002689
915,37,Cumberland County Rest Area NBL,I-95N,48,Fayetteville,Cumberland,NC,34.997196,-78.828855,16,-78.8288549998491,34.9971960000504
916,37,Macon County Rest Area,US 23/441,NA,Franklin,Macon,NC,35.11258,-83.39075,3,-83.3907500002769,35.1125799996767
917,37,Mecklenburg County Rest Area,I-77N,1,Charlotte,Mecklenburg,NC,35.12281,-80.91669,17,-80.9166900002051,35.1228099999151
918,37,Craven County Rest Area,US70,NA,Clarks,Craven,NC,35.136493,-77.169379,10,-77.169378999882,35.13649300026
919,37,Cleveland County Rest Area NBL,I-85N,2,Kings Mountain,Cleveland,NC,35.185326,-81.4062,18,-81.4061999998618,35.1853259997198
920,37,Cherokee County Rest Area,US19/US74/US129,NA,Andrews,Cherokee,NC,35.205724,-83.83006,6,-83.8300600002733,35.2057240002852
921,37,Polk County Rest Area WBL,I-26W,69,Columbus,Polk,NC,35.23505,-82.20208,7,-82.2020799995694,35.235049999886
922,37,"Buncombe County Rest Area, EBL",I-26E,41,Fletcher,Buncombe,NC,35.426467,-82.529527,9,-82.5295269995533,35.4264669997238
923,37,"Buncombe County Rest Area, WBL",I-26W,41,Fletcher,Buncombe,NC,35.427182,-82.528277,9,-82.5282770001237,35.4271820000462
924,37,"Johnston County Rest Area,EBL",I-40E,325,Benson,Johnston,NC,35.435764,-78.533499,15,-78.5334990000534,35.4357640002589
925,37,"Johnston County Rest Area,WBL",I-40W,325,Benson,Johnston,NC,35.439594,-78.531683,15,-78.531683000011,35.4395939997436
926,37,Haywood County Rest Area,US-23/74,Northbound,Balsam,Haywood,NC,35.44511,-83.066861,3,-83.0668609998595,35.4451100001023
927,37,Cabarrus County Rest Area NBL,I-85N,59,Concord,Cabarrus,NC,35.451327,-80.594297,21,-80.594297000163,35.4513269999484
928,37,Haywood County Rest Area,US-23/74,Southbound,Balsam,Haywood,NC,35.454728,-83.053459,11,-83.0534589999998,35.454728000121
929,37,Cabarrus County Rest Area SBL,I-85S,59,Concord,Cabarrus,NC,35.456702,-80.59449,21,-80.5944899996085,35.4567019997588
930,37,Beaufort County Rest Area,US17,NA,Chocowinity,Beaufort,NC,35.49034,-77.1061,18,-77.1061000004022,35.4903399997444
931,37,Randolph County Rest Area SBL,I-73/74S,44,Seagrove,Randolph,NC,35.51412,-79.78381,34,-79.7838099995752,35.5141199999362
932,37,Randolph County Rest Area NBL,I-73/74N,44,Seagrove,Randolph,NC,35.51534,-79.77994,27,-79.779939999839,35.5153399998766
933,37,Johnston County Rest Area NBL,I-95N,99,Selma,Johnston,NC,35.536368,-78.252341,7,-78.2523409999856,35.536368000164
934,37,Johnston County Rest Area SBL,I-95S,99,Selma,Johnston,NC,35.53803,-78.250898,7,-78.2508980002121,35.5380300003197
935,37,McDowell County Rest Area EBL,I-40E,82,Marion,McDowell,NC,35.640077,-82.019072,12,-82.019072000208,35.6400770003526
936,37,McDowell County Rest Area WBL,I-40W,82,Marion,McDowell,NC,35.640201,-82.018846,11,-82.0188460002522,35.6402010000787
937,37,"Haywood County Rest Area, EBL",I-40E,10,Fines Creek,Haywood,NC,35.70278,-83.0415,10,-83.0414999999135,35.7027799996704
938,37,"Haywood County Rest Area, WBL",I-40W,10,Fines Creek,Haywood,NC,35.703019,-83.041613,16,-83.0416129998914,35.7030190001012
939,37,Catawba County Rest Area EBL,I-40E,136,Claremont,Catawba,NC,35.72717,-81.129515,15,-81.1295149999528,35.7271699997425
940,37,Catawba County Rest Area WBL,I-40W,136,Claremont,Catawba,NC,35.730418,-81.127541,14,-81.1275409997267,35.730418000032
941,37,Davidson County Rest Area NBL,I-85N,99,Thomasville,Davidson,NC,35.84049,-80.134288,19,-80.1342879996269,35.8404899996542
942,37,Davidson County Rest Area SBL,I-85S,99,Thomasville,Davidson,NC,35.844482,-80.129846,19,-80.1298460003285,35.8444819999401
943,37,Madison County Rest Area EBL,1-26E,6,Mars Hill,Madison,NC,35.87378,-82.54428,30,-82.5442800000234,35.8737800000278
944,37,Iredell County Rest Area NBL &SBL,I-77N/S,58,Statesville,Iredell,NC,35.90054,-80.85735,54,-80.8573500000584,35.9005400001721
945,37,"Davie County Rest Area, EBL",I-40E,177,Hillsdale,Davie,NC,35.988958,-80.488323,17,-80.4883230003186,35.9889579998325
946,37,"Davie County Rest Area, WBL",I-40W,177,Hillsdale,Davie,NC,35.989821,-80.489058,17,-80.4890580000875,35.9898209998603
947,37,Nash County Rest Area NBL,I-95N,142,Gold Rock,Nash,NC,36.026146,-77.848354,17,-77.8483540002291,36.0261460001984
948,37,Nash County Rest Area SBL,I-95S,142,Gold Rock,Nash,NC,36.03173,-77.84263,17,-77.8426299999173,36.0317299999314
949,37,Alamance County Rest Area NBL,I-85N,139,Burlington,Alamance,NC,36.06288,-79.53421,22,-79.5342099995932,36.0628800001868
950,37,Alamance County Rest Area SBL,I-85S,139,Burlington,Alamance,NC,36.06498,-79.53402,22,-79.5340199996224,36.0649800003342
951,37,Wilkes County Rest Area,US-421,NA,North Wilkesboro,Wilkes,NC,36.1355,-81.12178,17,-81.1217799996051,36.1355000001055
952,37,Granville County Rest Area NBL,I-85N,199,Oxford,Granville,NC,36.236801,-78.639133,18,-78.6391330001391,36.2368009998912
953,37,Granville County Rest Area SBL,I-85S,199,Oxford,Granville,NC,36.2378,-78.639653,17,-78.6396529998228,36.2377999996984
954,37,Camden County Rest Area,US-17,NA,South Mills,Camden,NC,36.50719,-76.35558,6,-76.3555799997748,36.5071899997068
955,37,Warren County Rest Area SBL,I-85S,231,Wise,Warren,NC,36.51532,-78.20743,16,-78.2074300004439,36.5153199998311
956,37,Caswell County Rest Area,US-29,NA,Pelham,Caswell,NC,36.52156,-79.47475,10,-79.4747499997959,36.5215599998608
957,37,Northampton County Rest Area,I-95S,181,Roanoke Rapids,Northampton,NC,36.54164,-77.58089,20,-77.5808900000991,36.5416400003448
958,37,"Surry County Rest Area,SBL",I-77S,105,Mount Airy,Surry,NC,36.55812,-80.74471,10,-80.7447100004443,36.5581200000913
959,38,Lake Agassiz,I-29N,3,Lake Agassiz,Richland,ND,45.978149,-96.83496,7,-96.8349600001167,45.9781490002491
960,38,Apple Creek EB,I-94E,169,Bismarck,Burleigh,ND,46.835934,-100.584465,15,-100.584464999876,46.8359340001347
961,38,Apple Creek WB,I-94W,168,Bismarck,Burleigh,ND,46.83768,-100.584033,13,-100.584033000055,46.8376799997175
962,38,Hailstone EB,I-94E,119,New Salem,Morton,ND,46.86024,-101.603362,10,-101.603361999779,46.860240000286
963,38,Hailstone WB,I-94W,120,New Salem,Morton,ND,46.86024,-101.603362,8,-101.603361999779,46.860240000286
964,38,Medina WB,I-94W,223,Medina,Stutsman,ND,46.87423,-99.439842,6,-99.4398419999678,46.8742299997494
965,38,Lynchburg,I-94,NA,Fargo,Cass,ND,46.875064,-97.297734,5,-97.2977339998259,46.8750640002559
966,38,Mapleton,I-94,NA,Fargo,Cass,ND,46.877859,-97.087643,7,-97.0876430001875,46.8778589998118
967,38,Crystal Springs EB,I-94E,221,Medina,Stutsman,ND,46.879942,-99.491643,6,-99.4916429995853,46.8799419998413
968,38,Jamestown EB,I-94E,255,Jamestown,Stutsman,ND,46.891863,-98.799081,11,-98.7990810003289,46.8918630000406
969,38,Jamestown WB,I-94W,254,Jamestown,Stutsman,ND,46.892912,-98.804324,12,-98.8043240004166,46.8929119998572
970,38,Oriska WB,I-94W,304,Oriska,Barnes,ND,46.919699,-97.750414,11,-97.7504139998951,46.9196989999637
971,38,Oriska EB,I-94E,304,Oriska,Barnes,ND,46.9197,-97.750834,11,-97.7508340000197,46.9197000000824
972,38,Elm River SB,I-29S,100,Kelso,Cass,ND,47.331838,-97.050677,10,-97.0506770001575,47.3318379997544
973,38,Elm River NB,I-29N,99,Kelso,Cass,ND,47.333051,-97.048503,11,-97.0485029999148,47.3330509997905
974,38,Alexander Henry-NB,I-29N,178,Grafton,Walsh,ND,48.458668,-97.194135,23,-97.1941350000657,48.4586679999745
975,38,Alexander Henry SB,I-29S,178,Grafton,Walsh,ND,48.458668,-97.194135,23,-97.1941350000657,48.4586679999745
976,31,Kearney Rest Area Eastbound,I-80E,269,Kearney,Buffalo,NE,40.670776,-99.157312,7,-99.1573120002717,40.6707760003162
977,31,Kearney Rest Area Westbound,I-80W,270.94,Kearney,Buffalo,NE,40.67078,-99.12224,7,-99.1222400001019,40.6707799997957
978,31,Cozad Rest Area Westbound,I-80W,227.46,Cozad,Dawson,NE,40.8115,-99.9008,7,-99.9007999996347,40.8115000002954
979,31,Cozad Rest Area Eastbound,I-80E,226.73,Cozad,Dawson,NE,40.815733,-99.91409,7,-99.9140900002398,40.8157330001576
980,31,York Rest Area Eastbound,I-80E,350.8,York,York,NE,40.82074,-97.642582,8,-97.6425820001755,40.8207400000927
981,31,Blue River Rest Area Eastbound,I-80E,381,Milford,Seward,NE,40.821565,-97.061032,7,-97.0610319999135,40.8215650000802
982,31,Grand Island Rest Area Westbound,I-80W,316.52,Grand Island,Hall,NE,40.8216,-98.2954,7,-98.2953999998101,40.8216000002154
983,31,York Rest Area  Westbound,I-80W,355.23,York,York,NE,40.8226,-97.557,9,-97.5569999998258,40.8225999999643
984,31,Grand Island Rest Area Eastbound,I-80E,314.93,Grand Island,Hall,NE,40.823348,-98.326626,7,-98.3266259996348,40.8233479998229
985,31,Goehner Rest Area Westbound,I-80W,375>50,Goehner,Seward,NE,40.82344,-97.1708,56,-97.1708000002243,40.8234399999572
986,31,Platte River Rest Area Eastbound,I-80E,425,NA,Cass,NE,41.003691,-96.31923,16,-96.3192299999982,41.0036909996641
987,31,Brady Rest Area Westbound,I-80W,194,Brady,Lincoln,NE,41.029927,-100.456385,22,-100.456384999703,41.0299270002758
988,31,Brady Rest Area Eastbound,I-80E,194.35,Brady,Lincoln,NE,41.03,-100.457,18,-100.456999999821,41.0299999997203
989,31,Interch. 101 EB & WB Truck Parking no services,I-80E/W,101,US138 Interch.,Deuel,NE,41.0303,-102.1854,60,-102.185399999937,41.0302999997996
990,31,Ogallala Rest Area Eastbound,I-80E,124.66,Ogallala,Keith,NE,41.107922,-101.757848,7,-101.757848000186,41.1079219999569
991,31,Sidney Rest Area Westbound,I-80W,61.37,Sidney,Cheyenne,NE,41.1137,-102.9247,7,-102.924700000445,41.1136999998554
992,31,Ogallala Rest Area Westbound,I-80W,132.55,Ogallala,Keith,NE,41.1198,-101.6038,7,-101.603800000345,41.1198000001682
993,31,Sutherland Rest Area Eastbound,I-80E,159.6,Sutherland,Lincoln,NE,41.139845,-101.097217,7,-101.097217000386,41.1398450000349
994,31,Sutherland Rest Area Westbound,I-80W,159.94,Sutherland,Lincoln,NE,41.1413,-101.0901,7,-101.090099999631,41.1412999999716
995,31,Sidney Rest Area Eastbound,I-80E,51,Sidney,Cheyenne,NE,41.155247,-103.090467,34,-103.090467000173,41.1552470000133
996,31,Melia Hill Rest Area Westbound,I-80W,431.6,Grenta,Sarpy,NE,41.223084,-103.577041,26,-103.577041000054,41.2230839997916
997,33,Salem Rest Area,I-93N,1,Salem,Rockingham,NH,42.7552,-71.2206,32,-71.2206000000771,42.7552000002552
998,33,Seabrook Rest Area,I-95N,0.5,Seabrook,Rockingham,NH,42.884737,-70.880677,70,-70.8806769997979,42.8847370001313
999,33,Hooksett Welcome Center South,I-93S,31,Hooksett,Merrimack,NH,43.1088,-71.476964,12,-71.4769639997382,43.1087999997022
1000,33,Hooksett Welcome Center North,I-93N,31,Hooksett,Merrimack,NH,43.110439,-71.475698,6,-71.475698000415,43.110439000019
1001,33,Sutton Rest Area,I-89S,26,Sutton,Merrimack,NH,43.339671,-71.910059,16,-71.9100590000516,43.339671000299
1002,33,Canterbury Rest Area,I-93N,51,Canterbury,Merrimack,NH,43.372262,-71.608028,15,-71.6080280002652,43.3722619999173
1003,33,Springfield Rest Area,I-89N,39,Springfield,Sullivan,NH,43.4679,-72.1018,10,-72.1018000001936,43.4679000001095
1004,33,Sanbornton Rest Area,I-93S,61,Sanbornton,Belknap,NH,43.491553,-71.598801,9,-71.5988009997401,43.4915529997074
1005,33,Lebanon Rest Area,I-89S,57,Lebanon,Grafton,NH,43.6488,-72.2612,8,-72.2611999999021,43.6488000002553
1006,33,North Conway Rest Area,Rt. 16E,NA,North Conway,Carroll,NH,44.0785,-71.1395,4,-71.139500000107,44.0784999999614
1007,33,Littleton Rest Area,I-93,Exit 44,Littleton,Grafton,NH,44.3268,-71.8725,10,-71.8724999996447,44.3268000001235
1008,33,Colebrook Rest Area,Rt. 3N,NA,Colebrook,Coos,NH,44.9246,-71.508,2,-71.5079999995921,44.9245999997216
1009,34,Ocean View,Garden State Pkwy,18.3,Dennis,Cape May,NJ,39.181283,-74.723221,12,-74.72322100042,39.1812830002793
1010,34,Atlantic City Service Area,Garden State Pkwy,40.8,Galloway,Atlantic,NJ,39.470862,-74.52897,10,-74.5289699995763,39.4708619998963
1011,34,Farley Service Plaza,Atlantic City Expwy,21.2,Hamilton,Atlantic,NJ,39.55026,-74.735064,14,-74.7350640001553,39.5502600001004
1012,34,John Fenwick,"NJ Turnpike NB
""to I-95""",5.4,Oldmans,Salem,NJ,39.696423,-75.394648,18,-75.394648000017,39.6964229996693
1013,34,Clara Barton,"NJ Turnpike NB
""to I-95""",5.4,Oldmans,Salem,NJ,39.697859,-75.396667,18,-75.396667000449,39.6978590001484
1014,34,Walt Whitman,I-95 SB,30.2,Cherry Hill,Camden,NJ,39.8859,-74.9977,31,-74.9977000002992,39.8859000000957
1015,34,James Fenimore Cooper,I-95 NB,39.4,Mt. Laurel,Burlington,NJ,39.9802,-74.8888,47,-74.8887999998266,39.9802000000595
1016,34,Woodrow Wilson,I-95 NB,58.7,Hamilton,Mercer,NJ,40.1792,-74.6299,42,-74.6299000004229,40.1792000003121
1017,34,Richard Stockton,I-95 SB,58.7,Hamilton,Mercer,NJ,40.1831,-74.6307,42,-74.6306999995907,40.1831000000186
1018,34,Molly Pitcher,I-95 SB,71.7,Cranbury,Mercer,NJ,40.32106,-74.488199,80,-74.4881990001075,40.3210599999231
1019,34,Joyce Kilmer,I-95 NB,78.7,East Brunswick,Middlesex,NJ,40.416714,-74.443831,53,-74.4438309998157,40.4167140001968
1020,34,Grover Cleveland,I-95 NB,92.9,Woodbridge,Middlesex,NJ,40.556981,-74.263189,46,-74.2631890003177,40.5569809998963
1021,34,Thomas Edison,I-95 SB,92.9,Woodbridge,Middlesex,NJ,40.560003,-74.264556,40,-74.2645559999232,40.5600030003229
1022,34,UNKNOWN,I-78 EB,8,Greenwich,Hunterdon,NJ,40.6588533,-75.0604919,7,-75.0604918999943,40.6588533000223
1023,34,UNKNOWN,I-78 WB,8,Greenwich,Hunterdon,NJ,40.659765,-75.059537,7,-75.0595369998304,40.6597650001703
1024,34,Harding Township (I-287 NB) Rest Area,I-287 NB,33,Harding,Morris,NJ,40.76126,-74.511959,20,-74.5119590000963,40.7612600001966
1025,34,Alexander Hamilton,I-95 SB,111.6,Secaucus,Hudson,NJ,40.769953,-74.065152,33,-74.0651520003018,40.7699529999916
1026,34,Vince Lombardi,I-95 NB/SB,115.9,Ridgefield,Bergen,NJ,40.822703,-74.029722,164,-74.0297219999317,40.8227030001003
1027,34,UNKNOWN,I-80 WB,32,Roxbury,Morris,NJ,40.906122,-74.606887,10,-74.6068869998985,40.9061219997781
1028,34,UNKNOWN,I-80 EB,21.5,Allamuchy,Warren,NJ,40.924186,-74.789509,9,-74.7895090003688,40.9241860000281
1029,34,UNKNOWN,I-80 WB,21.5,Allamuchy,Warren,NJ,40.924186,-74.789509,9,-74.7895090003688,40.9241860000281
1030,34,UNKNOWN,I-80 EB,7.2,Knowlton,Warren,NJ,40.926985,-75.039847,23,-75.0398469995943,40.9269849998907
1031,35,NHS Rest Stop 6: Anthony Welcome Center,I-10N,164,Anthony,Dona Ana,NM,32.00654,-106.5813,17,-106.581300000134,32.0065400000658
1032,35,NHS Rest Stop 2: Yucca,I-10E,54,Deming,Luna,NM,32.203017,-108.248603,10,-108.248602999612,32.2030169996612
1033,35,NHS Rest Stop 3: Gage,I-10W,61,Gage,Luna,NM,32.224401,-108.122806,13,-108.12280600036,32.2244009997425
1034,35,NHS Rest Stop 5: Fairacres (scenic view/overlook),I-10E,135,Las Cruces,Dona Ana,NM,32.28144,-106.86675,10,-106.866749999712,32.2814399997456
1035,35,NHS Rest Stop 1: Road Forks (name from original survey),I-10E,21,Lordsburg (Welcome Center),Hidalgo,NM,32.352485,-108.742815,10,-108.742814999756,32.3524849998636
1036,35,NHS Rest Stop 4: Butterfield Trail,US 180S,145,Deming,Luna,NM,32.495574,-107.978868,4,-107.978868000053,32.4955739997735
1037,35,NHS Rest Stop 7: Ft. Selden,I-25N,23,Radium Springs,Dona Ana,NM,32.550997,-106.921422,4,-106.921421999706,32.5509969999655
1038,35,NHS Rest Stop 8: Ft. Selden,I-25S,23,Radium Springs,Dona Ana,NM,32.5526,-106.9234,3,-106.92340000013,32.552600000206
1039,35,NHS Rest Stop 18: City of Hobbs/K.L. Towle,US 62/180N&S,108,Hobbs,Lea,NM,32.72657,-103.089802,9,-103.089801999826,32.7265700002046
1040,35,NHS Rest Stop 19: Maljamar,US 82S,143,Maljamar,Lea,NM,32.85695,-103.793297,2,-103.793297000045,32.8569500003666
1041,35,NHS Rest Stop 20: Waldrop,US 380E,196,Roswell,Chaves,NM,33.417965,-103.814675,4,-103.814675000277,33.4179650002479
1042,35,NHS Rest Stop 9: Ft. Craig,I-25N,114,Magdalena,Socorro,NM,33.621416,-107.137374,4,-107.137373999924,33.6214160003409
1043,35,NHS Rest Stop 10: Ft. Craig,I-25S,114,Magdalena,Socorro,NM,33.622589,-107.138311,11,-107.138311000257,33.6225889998891
1044,35,NHS Rest Stop 21: Mesa,US 285N,150,Roswell,Chaves,NM,33.953132,-104.641074,5,-104.641073999629,33.9531319998355
1045,35,NHS Rest Stop 11: Walking Sands,I-25N,167,La Joya,Socorro,NM,34.303262,-106.88943,8,-106.88943000015,34.3032620001105
1046,35,NHS Rest Stop 12: Walking Sands,I-25S,167,La Joya,Socorro,NM,34.305584,-106.890385,8,-106.890385000027,34.3055840001385
1047,35,NHS Rest Stop 28: Anton Chico,I-40W,251,Santa Rosa,Guadalupe,NM,34.980388,-105.086278,17,-105.086277999817,34.9803880000593
1048,35,NHS Rest Stop 27: Anton Chico,I-40E,251,Santa Rosa,Guadalupe,NM,34.981786,-105.079808,14,-105.079807999866,34.9817859998767
1049,35,NHS Rest Stop 26: Rattlesnake Draw,I-40W,207,Moriarty,Torrance,NM,35.004638,-105.851212,12,-105.851212000082,35.0046379999845
1050,35,NHS Rest Stop 25: Rattlesnake Draw,I-40E,207,Moriarty,Torrance,NM,35.006114,-105.844302,10,-105.844301999915,35.0061140001006
1051,35,NHS Rest Stop 30: Pajarito (Newkirk),I-40W,302,Cuervo,Guadalupe,NM,35.06801,-104.238582,16,-104.238582000423,35.0680099996436
1052,35,NHS Rest Stop 29: Pajarito (Newkirk),I-40E,302,Cuervo,Guadalupe,NM,35.069371,-104.238979,10,-104.238979000083,35.069370999722
1053,35,NHS Rest Stop 24: Acomita,I-40E&W,102,Acoma Pueblo,Cibola,NM,35.072967,-107.555219,8,-107.555218999649,35.0729670003427
1054,35,NHS Rest Stop 31: Llano Estacado/Glen Rio (Welcome Center),I-40W,373,San Jon,Quay,NM,35.183805,-103.049612,52,-103.04961200014,35.1838050002675
1055,35,NHS Rest Stop 23: Manuelito Welcome Center,I-40E,3,Mentmore,McKinley,NM,35.397411,-109.005049,22,-109.005049000217,35.3974110000028
1056,35,NHS Rest Stop 13: La Bajada (Welcome Center),I-25N,269,Santa Fe,Santa Fe,NM,35.527687,-106.156532,14,-106.156531999822,35.5276870000407
1057,35,NHS Rest Stop 14: Ft. Union,I-25N,376,Watrous,Mora,NM,35.865887,-104.879753,8,-104.879753000141,35.8658870003018
1058,35,NHS Rest Stop 15: Ft. Union,I-25S,376,Watrous,Mora,NM,35.877729,-104.858481,7,-104.858481000214,35.8777289997336
1059,35,NHS Rest Stop 16: Thaxton,I-25N,435,Maxwell,Colfax,NM,36.645727,-104.499532,3,-104.499532000221,36.645726999798
1060,35,NHS Rest Stop 17: Thaxton,I-25S,435,Maxwell,Colfax,NM,36.649888,-104.500612,3,-104.500611999771,36.6498880000386
1061,35,NHS Rest Stop 33: Sierra Grande,US-64N,392,Des Moines,Union,NM,36.683728,-103.786735,26,-103.786735000032,36.6837280003444
1062,32,Southern Nv Rest Stop,US95,3,Cal Nev Ari,Clark,NV,35.222603,-114.8596,30,-114.859599999829,35.2226030001207
1063,32,NB Mile Post-88 Truck Turnout,I-15N,MP 88,Moapa,Clark,NV,36.627297,-114.609413,8,-114.609413000216,36.6272970003531
1064,32,SB Mile Post-88 Truck Turnout,I-15S,MP 88,Moapa,Clark,NV,36.628331,-114.610174,8,-114.610173999924,36.6283310001976
1065,32,Amargosa Valley Rest Area,US95,MP 30,Amaragosa Valley,Nye,NV,36.6431,-116.399777,15,-116.399777000084,36.6431000000388
1066,32,SB MP 96 Truck Parking,I-15S,MP 96,Logandale,Clark,NV,36.693454,-114.502026,10,-114.502025999837,36.6934540001736
1067,32,NB MP 96 Truck Parking,I-15N,MP 96,Logandale,Clark,NV,36.697489,-114.495532,10,-114.495531999596,36.6974889999379
1068,32,NB Exit 110 Truck Parking - Mormon Mesa,I-15N,MP 110,Bunkerville,Clark,NV,36.777572,-114.266617,10,-114.26661699991,36.7775719999234
1069,32,SB Exit 110 Truck Parking - Mormon Mesa,I-15S,MP 110,Bunkerville,Clark,NV,36.779172,-114.267053,10,-114.267052999928,36.7791720002999
1070,32,Pahranagat Lake Rest Area,US93,MP 28-29,Lincoln,Lincoln,NV,37.232664,-115.090246,3,-115.090246000067,37.2326639999284
1071,32,Crystal Springs Rest Ares,US93,MP 51,Lincoln,Lincoln,NV,37.532299,-115.231126,5,-115.231126000399,37.532298999769
1072,32,Millers Rest Stop,US95/US6,46,Tonopah,Nye,NV,38.140817,-117.453932,5,-117.45393199993,38.1408170003142
1073,32,Pony Springs Rest Area,US93,MP 148,Lincoln,Lincoln,NV,38.319495,-114.607689,4,-114.607689000235,38.319494999941
1074,32,Sunny Side Rest Area,SR318,MP21,NA,Nye,NV,38.451209,-115.011872,13,-115.01187199981,38.4512089997473
1075,32,Luning Rest Stop,US95,25,Hawthorne,Mineral,NV,38.5059,-118.1786,6,-118.178600000342,38.5059000002625
1076,32,Bean Flat Rest Area,US50,MP 51,Eureka,Eureka,NV,39.497871,-116.506335,15,-116.506335000085,39.4978710002034
1077,32,Eureka Rest Area,US 50,MP 38,Eureka,Eureka,NV,39.499928,-115.958429,4,-115.958429000288,39.4999279997898
1078,32,Verdi Truck Parking Turn Out EB,I80E,5,Verdi,Washoe,NV,39.5094,-119.937,6,-119.937000000244,39.509400000291
1079,32,Verdi Truck Parking Turn Out WB,I80W,5,Verdi,Washoe,NV,39.5103,-119.937,8,-119.937000000244,39.5102999999223
1080,32,WadsWorth Rest Stop or Truck Facility 8,I-80W,42,Olinghouse,Story,NV,39.603249,-119.336746,8,-119.336745999585,39.6032489996718
1081,32,Schellbourne Public Rest Stop,US93,93,White Pine,White Pine,NV,39.7979,-114.7414,10,-114.741399999934,39.7978999997015
1082,32,Trinity Rest Stop,I-80,83,Toy,Churchill,NV,39.939574,-118.748948,13,-118.748948000028,39.9395740003072
1083,32,Valley of the Moon,SR305,MP 39,Battle Mountain,Lander,NV,40.129562,-117.126426,10,-117.126426000395,40.1295620000015
1084,32,Emigrant Pass EB Parking,I-80E,271,Carlin,Elko,NV,40.655509,-116.273215,10,-116.273215000029,40.6555090003014
1085,32,Emigrant Pass WB Parking,I-80W,271,Carlin,Elko,NV,40.656749,-116.271988,10,-116.271988000165,40.6567490002058
1086,32,Beowawe West Rest Stop,I-80W,258,Shoshone,Eureka,NV,40.67997,-116.473134,10,-116.473134000209,40.6799699997468
1087,32,Beowawe East Rest Stop,I-80E,258,Shoshone,Eureka,NV,40.682082,-116.479126,10,-116.479126000309,40.6820819998462
1088,32,Valmy Rest Stop,I-80,216,Valmy,Humboldt,NV,40.788823,-117.12949,23,-117.129490000217,40.7888229996662
1089,32,Cosgrave Rest Stop,I-80,158,Mill City,Pershing,NV,40.789379,-117.995696,20,-117.995695999839,40.789378999991
1090,32,Golconda Truck Turnout EB,I-80E,MP 200,Golconda,Humboldt,NV,40.920747,-117.391704,5,-117.391703999688,40.9207469999158
1091,32,Golconda Truck Turnout WB,I-80W,MP 200,Golconda,Humboldt,NV,40.921269,-117.3927,5,-117.392699999573,40.9212689999901
1092,32,Pequop Rest Stop,I-80,373,Oasis,Elko,NV,41.0785,-114.5693,24,-114.569299999625,41.0784999997105
1093,32,Orovada Rest Stop,US95N,41,Rebel Creek,Humboldt,NV,41.542525,-117.787147,12,-117.787146999708,41.5425250003154
1094,32,Leonard Creek Rest Area,SR140,MP 35,Winnemucca,Humboldt,NV,41.561964,-118.397185,8,-118.397185000386,41.5619640003242
1095,32,Thousand Springs Rest Area,SR 140,NA,Winnemucca,Humboldt,NV,41.87707,-119.042356,2,-119.042356000435,41.8770700001247
1096,36,Truck Rest Area on Long Island,I-495W,By Exit 56,Islip,Suffolk,NY,40.809049,-73.223622,22,-73.2236220001873,40.809049000019
1097,36,Truck Rest Area on Long Island,I-495E,By Exit 66,Brookhaven,Suffolk,NY,40.826282,-72.9507776,16,-72.950777599952,40.8262820001456
1098,36,Bedford,I-684S,16,Lake Katonah,Westchester,NY,41.231145,-73.681837,15,-73.6818370004224,41.2311450003356
1099,36,Brewster,I-684N,25,Purdys,Putnam,NY,41.361695,-73.630961,18,-73.6309609996462,41.3616949999658
1100,36,Middletown,I-84E,3,New Hampton,Orange,NY,41.425143,-74.395618,15,-74.3956179999021,41.4251429997032
1101,36,Wallkill,I-84W,5,Montgomery,Orange,NY,41.478919,-74.296209,15,-74.2962090004435,41.4789190001632
1102,36,East Fishkill,I-84E,17,East Fishkill,Dutchess,NY,41.546938,-73.722165,42,-73.7221650002004,41.5469380001096
1103,36,Stormville,I-84W,17,East Fishkill,Dutchess,NY,41.547612,-73.723281,48,-73.7232809997357,41.5476119999842
1104,36,Roscoe,I-86E,313,Hazel,Sullivan,NY,41.92618,-74.864423,7,-74.8644230000697,41.9261800001883
1105,36,East Branch,I-86W,295,Town of Hancock,Delaware,NY,41.993419,-75.160605,7,-75.1606049998709,41.9934189997573
1106,36,Southern Tier Welcome Center,1-81N,NA,Kirkwood,Broome,NY,42.020349,-75.78052,16,-75.7805199995555,42.0203489999234
1107,36,Nichols,I-86E,212,Nichols,Tioga,NY,42.023106,-76.419496,14,-76.4194960000125,42.0231059997886
1108,36,Owego,I-86W,199,Nichols,Tioga,NY,42.086537,-76.279781,13,-76.2797809996189,42.0865370001924
1109,36,Allegany River,I-86W,72,Saint Bonaventure,Cattaraugus,NY,42.096383,-78.535788,26,-78.5357879999238,42.0963829999827
1110,36,Chautauqua lake,1-86E,NA,NA,Chautauqua,NY,42.141374,-79.352365,28,-79.3523649996228,42.1413739997379
